video_id,video_title,channel_title,channel_id,video_publish_date,view_count,comment_count,video_description,tags,category_id
UwsrzCVZAb8,How Far is Too Far? | The Age of A.I.,YouTube Originals,UCqVDpXKLmKeBU_yyt_QkItQ,2019-12-18T17:00:08Z,62350333,35400,"Can A.I. make music? Can it feel excitement and fear? Is it alive? Will.i.am and Mark Sagar push the limits of what a machine can do. How far is too far, and how much further can we go?

The Age of A.I. is a 8 part documentary series hosted by Robert Downey Jr. covering the ways Artificial Intelligence, Machine Learning and Neural Networks will change the world. 

0:00 What Is AI?
3:03 Baby X
7:24 Object Recognition
9:41 The Future Studios
14:26 Human Collaboration
21:45 A New Hand
27:20 Digital Will Meets Real Will
31:40 Free Will","['ai', 'artificial intelligence', 'machine learning', 'robert downey jr', 'will i am', 'black eyed peas', 'doolittle', 'iron man', 'science', 'google']",24
NR32ULxbjYc,Evolution Of Boston Dynamics Since 2012,noobqoou,UClCwRrbAdA0RMmL20IRdqqw,2019-10-12T10:09:13Z,25117758,15552,"In this video, you can see the evolution of the robots that made Boston Dynamics since 2012

All videos about robots and Boston Dynamics you can watch on their official channel: https://www.youtube.com/user/BostonDynamics/featured
★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★★","['noobqoou', 'Boston Dynamics', 'BostonDynamics', 'parkour atlas', 'spot boston dynamics', 'handle robot', 'testing robot', 'introdusing spot', 'dynamic robots', 'boston dynamics']",24
5dZ_lvDgevk,In the Age of AI (full documentary) | FRONTLINE,FRONTLINE PBS | Official,UC3ScyryU9Oy9Wse3a8OAmYQ,2019-12-02T19:00:56Z,24484486,20436,"A documentary exploring how artificial intelligence is changing life as we know it — from jobs to privacy to a growing rivalry between the U.S. and China.

FRONTLINE investigates the promise and perils of AI and automation, tracing a new industrial revolution that will reshape and disrupt our world, and allow the emergence of a surveillance society.

This journalism is made possible by viewers like you. Support your local PBS station here: http://www.pbs.org/donate

Love FRONTLINE? Find us on the PBS Video App where there are more than 250 FRONTLINE documentaries available for you to watch any time: https://to.pbs.org/FLVideoApp
 
Subscribe on YouTube: http://bit.ly/1BycsJW

#ArtificialIntelligence #Automation #documentary

Instagram: https://www.instagram.com/frontlinepbs
Twitter: https://twitter.com/frontlinepbs
Facebook: https://www.facebook.com/frontline

FRONTLINE is streaming more than 200 documentaries online, for free, here: http://to.pbs.org/hxRvQP 

Funding for FRONTLINE is provided through the support of PBS viewers and by the Corporation for Public Broadcasting. Major funding for FRONTLINE is provided by the John D. and Catherine T. MacArthur Foundation and the Ford Foundation. Additional funding is provided by the Abrams Foundation, the Park Foundation, The John and Helen Glessner Family Trust, and the FRONTLINE Journalism Fund with major support from Jon and Jo Ann Hagler on behalf of the Jon L. Hagler Foundation.","['artificial intellgience', 'artificial intelligence future', 'advantages of artificial intelligence', 'artificial intelligence documentary', 'artificial intelligence companies', 'machine learning', 'will robots take my job', 'jobs replaced by robots', 'job automation', 'job automation documentary', 'what laws apply to ai', 'automation job loss', 'automation job loss documentary', 'frontline ai documentary', 'frontline artificial intelligence', 'frontline age of ai documentary']",25
s0dMTAQM4cw,Artificial intelligence and algorithms: pros and cons | DW Documentary (AI documentary),DW Documentary,UCW39zufHfsuGgpLviKh297Q,2019-09-26T18:00:05Z,10612549,9603,"Developments in artificial intelligence (AI) are leading to fundamental changes in the way we live. Algorithms can already detect Parkinson's disease and cancer, and control both cars and aircraft. How will AI change our society in the future?

This documentary journeys to the hot spots of AI research in Europe, the USA and China, and looks at the revolutionary developments which are currently taking place. The rapid growth of AI offers many opportunities, but also many dangers. AI can be used to create sound and video recordings which will make it more and more difficult to distinguish between fact and fiction. It will make the world of work more efficient and many professions superfluous. Algorithms can decide whether to grant loans, who is an insurance risk, and how good employees are. But there is a huge problem: humans can no longer comprehend how algorithms arrive at their decisions. And another big problem is AI’s capacity for widespread surveillance. The Chinese city of Rongcheng is already using an AI-supported 'social credit system' to monitor and assess its citizens. Does AI pose a danger to our personal freedoms or democracy? Which decisions can we leave to the algorithms - and which do we want to? And what are AI’s social implications?

A documentary by Tilman Wolff und Ranga Yogeshwar 
#Ranga_Yogeshwar

--------------------------------------------------------------------

DW Documentary gives you knowledge beyond the headlines. Watch high-class documentaries from German broadcasters and international production companies. Meet intriguing people, travel to distant lands, get a look behind the complexities of daily life and build a deeper understanding of current affairs and global events. Subscribe and explore the world around you with DW Documentary.

Subscribe to DW Documentary:
https://www.youtube.com/channel/UCW39zufHfsuGgpLviKh297Q?sub_confirmation=1#

Our other YouTube channels:
DW Documental (in spanish): https://www.youtube.com/dwdocumental
DW Documentary وثائقية دي دبليو: (in arabic): https://www.youtube.com/dwdocarabia

For more documentaries visit also:
http://www.dw.com/en/tv/docfilm/s-3610
Instagram
https://www.instagram.com/dwdocumentary/
Facebook:
https://www.facebook.com/dw.stories

DW netiquette policy: https://p.dw.com/p/MF1G","['Documentary', 'Documentaries', 'documentaries', 'DW documentary', 'DW documentary 2019', 'full documentary', 'documentary 2019', 'DW', 'beyond the news', 'artificial intelligence', 'AI', 'algorithms', 'technological singularity', 'surveillance state', 'autonomous driving', 'future societies', 'Ranga Yogeshwar']",27
f3lUEnMaiAU,Jack Ma and Elon Musk hold debate in Shanghai,New China TV,UCHBDXQDmqnaqIEPdEapEFVQ,2019-08-29T08:08:22Z,5009918,25641,"Alibaba co-founder and executive chairman Jack Ma and Tesla CEO Elon Musk hold a debate in Shanghai over artificial intelligence.
#AI",[],25
JMLsHI8aV0g,How China Is Using Artificial Intelligence in Classrooms | WSJ,The Wall Street Journal,UCK7tptUDHh-RYDsdxO1-5QQ,2019-10-01T17:20:56Z,3389458,12090,"A growing number of classrooms in China are equipped with artificial-intelligence cameras and brain-wave trackers. While many parents and teachers see them as tools to improve grades, they’ve become some children’s worst nightmare. 

Video: Crystal Tai

More from the Wall Street Journal: 
Visit WSJ.com: http://www.wsj.com
Visit the WSJ Video Center: https://wsj.com/video

On Facebook: https://www.facebook.com/pg/wsj/videos/
On Twitter: https://twitter.com/WSJ
On Snapchat: https://on.wsj.com/2ratjSM 

#WSJ #ArtificialIntelligence #China","['SURVEILLANCE', 'MONITORING', 'GLOBAL LEADER', 'BRAINWAVE TRACKERS', 'BRAINWAVE SENSING', 'ATTENTION LEVEL', 'ALGORITHMS', 'SMART CAMPUS', 'NEUROSCIENCE', 'NEUROSCIENTIST', 'wsj', 'the wall street journal', 'china', 'chinese school', 'artificial intelligence', 'AI', 'china AI', 'china moitoring', 'school monitoring', 'privacy', 'chian education', 'education', 'documentary', 'tech', 'technology', 'machine learning', 'brain', 'cool gadgets', 'science', 'Ai monitoring', 'surveillance', 'school testing', 'china testing', 'china ai', 'ai', 'chinese classrooms', 'techy']",25
smK9dgdTl40,"Elon Musk: Neuralink, AI, Autopilot, and the Pale Blue Dot | Lex Fridman Podcast #49",Lex Fridman,UCSHZKyawb77ixDdsGog4iWA,2019-11-12T17:35:22Z,2382329,5253,,[],28
O5xeyoRL95U,Deep Learning Basics: Introduction and Overview,Lex Fridman,UCSHZKyawb77ixDdsGog4iWA,2019-01-11T16:47:40Z,2302111,874,"An introductory lecture for MIT course 6.S094 on the basics of deep learning including a few key ideas, subfields, and the big picture of why neural networks have inspired and energized an entire new generation of researchers. For more lecture videos on deep learning, reinforcement learning (RL), artificial intelligence (AI & AGI), and podcast conversations, visit our website or follow TensorFlow code tutorials on our GitHub repo.

INFO:
Website: https://deeplearning.mit.edu
GitHub: https://github.com/lexfridman/mit-deep-learning
Slides: http://bit.ly/deep-learning-basics-slides
Playlist: http://bit.ly/deep-learning-playlist
Blog post: https://link.medium.com/TkE476jw2T

OUTLINE:
0:00 - Introduction
0:53 - Deep learning in one slide
4:55 - History of ideas and tools
9:43 - Simple example in TensorFlow
11:36 - TensorFlow in one slide
13:32 - Deep learning is representation learning
16:02 - Why deep learning (and why not)
22:00 - Challenges for supervised learning
38:27 - Key low-level concepts
46:15 - Higher-level methods
1:06:00 - Toward artificial general intelligence

CONNECT:
- If you enjoyed this video, please subscribe to this channel.
- Twitter: https://twitter.com/lexfridman
- LinkedIn: https://www.linkedin.com/in/lexfridman
- Facebook: https://www.facebook.com/lexfridman
- Instagram: https://www.instagram.com/lexfridman","['deep learning', 'machine learning', 'computer vision', 'tensorflow', 'deepmind', 'openai', 'mit', 'introduction', 'basics', 'lex fridman', 'mit deep learning', 'deep learning mit', 'deep learning tutorial', 'deep learning basics', 'intro to deep learning', 'introduction to deep learning', 'what is deep learning', 'deep learning basics mit', 'basics of deep learning', 'tensorflow tutorial', 'deep learning python', 'deep learning andrew ng', 'deep learning tensorflow', 'intro to machine learning', 'deep learning introduction']",28
Izd2qOgOGQI,Artificial intelligence and its ethics | DW Documentary,DW Documentary,UCW39zufHfsuGgpLviKh297Q,2019-08-14T16:00:04Z,1993664,1296,"Are we facing a golden digital age or will robots soon run the world? We need to establish ethical standards in dealing with artificial intelligence - and to answer the question: What still makes us as human beings unique?

Mankind is still decades away from self-learning machines that are as intelligent as humans. But already today, chatbots, robots, digital assistants and other artificially intelligent entities exist that can emulate certain human abilities. Scientists and AI experts agree that we are in a race against time: we need to establish ethical guidelines before technology catches up with us.  While AI Professor Jürgen Schmidhuber predicts artificial intelligence will be able to control robotic factories in space, the Swedish-American physicist Max Tegmark warns against a totalitarian AI surveillance state, and the philosopher Thomas Metzinger predicts a deadly AI arms race. But Metzinger also believes that Europe in particular can play a pioneering role on the threshold of this new era: creating a binding international code of ethics.

--------------------------------------------------------------------

DW Documentary gives you knowledge beyond the headlines. Watch high-class documentaries from German broadcasters and international production companies. Meet intriguing people, travel to distant lands, get a look behind the complexities of daily life and build a deeper understanding of current affairs and global events. Subscribe and explore the world around you with DW Documentary.

Subscribe to DW Documentary:
https://www.youtube.com/channel/UCW39zufHfsuGgpLviKh297Q?sub_confirmation=1#

Our other YouTube channels:
DW Documental (in spanish): https://www.youtube.com/dwdocumental
DW Documentary وثائقية دي دبليو: (in arabic): https://www.youtube.com/dwdocarabia

For more documentaries visit also:
http://www.dw.com/en/tv/docfilm/s-3610
Instagram
https://www.instagram.com/dwdocumentary/
Facebook:
https://www.facebook.com/dw.stories

DW netiquette policy: https://p.dw.com/p/MF1G","['Documentary', 'Documentaries', 'documentaries', 'DW documentary', 'DW documentary 2019', 'full documentary', 'documentary 2019', 'DW', 'beyond the news', 'Artificial Intelligence', 'ethics', 'humanity', 'space', 'weapon systems', 'AI', 'AI documentary', 'artificial intelligence documentary', 'chatbot', 'robot', 'robot documentary', 'arms race', 'AI surveillance', 'robot factory']",27
4svUKPeDa5A,Joe Rogan Talks Artificial Intelligence with a Yale Professor,JRE Clips,UCnxGkOGNMqQEUMvroOWps6Q,2019-03-28T19:32:31Z,1836290,3648,"Taken from Joe Rogan Experience #1274 w/Nicholas Christakis:
https://www.youtube.com/watch?v=4PnkZx3kwTM","['Joe Rogan', 'JRE', 'Joe Rogan Experience', 'JRE Clips', 'PowerfulJRE', 'Joe Rogan Fan Page', 'Joe Rogan Podcast', 'podcast', 'MMA', 'Joe Rogan MMA Show', 'UFC', 'comedy', 'comedian', 'stand up', 'funny', 'clip', 'favorite', 'best of']",22
