video_id,video_title,channel_title,channel_id,video_publish_date,view_count,comment_count,video_description,tags,category_id
mPU0WNUzsBo,Simon Cowell Sings on Stage?! Metaphysic Will Leave You Speechless | AGT 2022,America's Got Talent,UCT2X19JJaJGUN7mrYuImANQ,2022-06-06T14:01:06Z,34544537,13675,"Who knew that Simon Cowell could sing?! Metaphysic and Daniel Emmet bring Simon's singing voice to life with amazing deep fake technology. Daniel sings ""You're The Inspiration"" and shocks the judges with his incredible performance.

Want more Got Talent? Catch up on AGT's latest highlights:
» Newest Clips: https://youtube.com/playlist?list=PL2DuvvTZtSy-o3J7W5WqzXePmwUgyAxRl&si=5-tWrvj-XmDxVT2J
» Golden Buzzers: https://youtube.com/playlist?list=PL2DuvvTZtSy9LMSO5BGITmiGPDRpiKPSK&si=X_vIuZ1F8i6GeEeS
» AGT: Fantasy League: https://youtube.com/playlist?list=PL2DuvvTZtSy9mnvhX2GmawpJ5Uj3spXe0&si=q5aOZaYYC7T2GZ87

» Get The America's Got Talent App: http://bit.ly/AGTAppDownload
» Subscribe for More: http://bit.ly/AGTSub
» Watch on NBC & Peacock: https://pck.tv/3cCQGhH

AMERICA'S GOT TALENT ON SOCIAL
Like AGT: https://www.facebook.com/agt
Follow AGT: https://twitter.com/agt
AGT Instagram: http://instagram.com/agt

Find America's Got Talent trailers, full episode highlights, previews, promos, clips, and digital exclusives here.

NBC ON SOCIAL:
YouTube: http://www.youtube.com/nbc
Twitter: http://Twitter.com/NBC
Facebook: http://Facebook.com/NBC
Instagram: http://instagram.com/nbc

ABOUT AMERICA'S GOT TALENT
The 17th season of ""America's Got Talent"" returns with a new set of aspiring performers looking to compete for the ultimate $1 million prize. Executive Producer Simon Cowell returns to the star-studded judging panel with global fashion icon Heidi Klum, fan-favorite comedian Howie Mandel and acclaimed actress and international superstar Sofia Vergara. The dynamic Terry Crews returns as host. This season promises to deliver some of the wildest acts to ever grace the ""AGT"" stage.

America's Got Talent is available now on Peacock, the new streaming service from NBCUniversal. Watch thousands of hours of hit movies and shows, plus daily news, sports, and pop culture updates. Stream now on Peacock.

Simon Cowell Sings on Stage?! Metaphysics Will Leave You Speechless | AGT 2022
https://youtu.be/mPU0WNUzsBo

America's Got Talent
http://www.youtube.com/user/americasgottalent
#AGT #AmericasGotTalent #Auditions #SimonCowell","['AGT', 'AGT 2022', ""America's Got Talent"", ""America's Got Talent 2022"", 'Craziest Auditions', 'Daniel Emmet', 'Deep Fake', 'Fake Simon Cowell', 'Funniest Auditions', 'Heidi Klum', 'Metaphysics', 'Metaphysics 2022', 'Simon Cowell', 'Simon Cowell Deep Fake', 'Simon Cowell Funny Moments', 'Simon Cowell Performs on AGT', 'Simon Cowell Sings', 'Sofia Vergara', 'Terry Crews', ""You're The Inspiration"", 'america got talent', ""america's got talent"", 'got talent', 'Simon Cowell Singing', 'simon cowell singing on stage']",24
GVsUOuSjvcg,Future Computers Will Be Radically Different (Analog Computing),Veritasium,UCHnyfMqiRRG1u-2MsSQLbXA,2022-03-01T11:37:38Z,11725480,13914,"Visit https://brilliant.org/Veritasium/ to get started learning STEM for free, and the first 200 people will get 20% off their annual premium subscription. Digital computers have served us well for decades, but the rise of artificial intelligence demands a totally new kind of computer: analog.

Thanks to Mike Henry and everyone at Mythic for the analog computing tour! https://www.mythic-ai.com/
Thanks to Dr. Bernd Ulmann, who created The Analog Thing and taught us how to use it. https://the-analog-thing.org
Moore’s Law was filmed at the Computer History Museum in Mountain View, CA.
Welch Labs’ ALVINN video: https://www.youtube.com/watch?v=H0igiP6Hg1k

▀▀▀
References:
Crevier, D. (1993). AI: The Tumultuous History Of The Search For Artificial Intelligence. Basic Books. – https://ve42.co/Crevier1993
Valiant, L. (2013). Probably Approximately Correct. HarperCollins. – https://ve42.co/Valiant2013
Rosenblatt, F. (1958). The Perceptron: A Probabilistic Model for Information Storage and Organization in the Brain. Psychological Review, 65(6), 386-408. – https://ve42.co/Rosenblatt1958
NEW NAVY DEVICE LEARNS BY DOING; Psychologist Shows Embryo of Computer Designed to Read and Grow Wiser (1958). The New York Times, p. 25. – https://ve42.co/NYT1958
Mason, H., Stewart, D., and Gill, B. (1958). Rival. The New Yorker, p. 45. – https://ve42.co/Mason1958
Alvinn driving NavLab footage – https://ve42.co/NavLab
Pomerleau, D. (1989). ALVINN: An Autonomous Land Vehicle In a Neural Network. NeurIPS, (2)1, 305-313. – https://ve42.co/Pomerleau1989
ImageNet website – https://ve42.co/ImageNet
Russakovsky, O., Deng, J. et al. (2015). ImageNet Large Scale Visual Recognition Challenge. – https://ve42.co/ImageNetChallenge
AlexNet Paper: Krizhevsky, A., Sutskever, I., Hinton, G. (2012). ImageNet Classification with Deep Convolutional Neural Networks. NeurIPS, (25)1, 1097-1105. – https://ve42.co/AlexNet
Karpathy, A. (2014). Blog post: What I learned from competing against a ConvNet on ImageNet. – https://ve42.co/Karpathy2014
Fick, D. (2018). Blog post: Mythic @ Hot Chips 2018. – https://ve42.co/MythicBlog
Jin, Y. & Lee, B. (2019). 2.2 Basic operations of flash memory. Advances in Computers, 114, 1-69. – https://ve42.co/Jin2019
Demler, M. (2018). Mythic Multiplies in a Flash. The Microprocessor Report. – https://ve42.co/Demler2018
Aspinity (2021). Blog post: 5 Myths About AnalogML. – https://ve42.co/Aspinity
Wright, L. et al. (2022). Deep physical neural networks trained with backpropagation. Nature, 601, 49–555. – https://ve42.co/Wright2022
Waldrop, M. M. (2016). The chips are down for Moore’s law. Nature, 530, 144–147. – https://ve42.co/Waldrop2016

▀▀▀
Special thanks to Patreon supporters: Kelly Snook, TTST, Ross McCawley, Balkrishna Heroor, 65square.com, Chris LaClair, Avi Yashchin, John H. Austin, Jr., OnlineBookClub.org, Dmitry Kuzmichev, Matthew Gonzalez, Eric Sexton, john kiehl, Anton Ragin, Benedikt Heinen, Diffbot, Micah Mangione, MJP, Gnare, Dave Kircher, Burt Humburg, Blake Byers, Dumky, Evgeny Skvortsov, Meekay, Bill Linder, Paul Peijzel, Josh Hibschman, Mac Malkawi, Michael Schneider, jim buckmaster, Juan Benet, Ruslan Khroma, Robert Blum, Richard Sundvall, Lee Redden, Vincent, Stephen Wilcox, Marinus Kuivenhoven, Clayton Greenwell, Michael Krugman, Cy 'kkm' K'Nelson, Sam Lutfi, Ron Neal

▀▀▀
Written by Derek Muller, Stephen Welch, and Emily Zhang
Filmed by Derek Muller, Petr Lebedev, and Emily Zhang
Animation by Ivy Tello, Mike Radjabov, and Stephen Welch
Edited by Derek Muller
Additional video/photos supplied by Getty Images and Pond5
Music from Epidemic Sound
Produced by Derek Muller, Petr Lebedev, and Emily Zhang","['veritasium', 'science', 'physics']",27
J6Mdq3n6kgk,Stunning AI shows how it would kill 90%. w Elon Musk.,Digital Engine,UCvCYE-3TrY1GAe2l8K08N-w,2022-07-21T12:21:53Z,8953418,27839,"Elon Musk and “conscious AI” part 2. Please visit https://brilliant.org/digitalengine - a great place to learn about AI and STEM subjects. You can get started for free and the first 200 people will get 20% off a premium annual subscription.

Thanks to Brilliant for sponsoring this video.

I used the GPT-3 AI and a Synthesia avatar (plus DeepMind’s flamingo).

For a deeper drive, I'd recommend the book Life 3.0, by MIT Professor Max Tegmark.

Sources

DeepMind CEO Demis Hassabis, with Lex Fridman
https://www.youtube.com/watch?v=Gfr50f6ZBvo&t=1962s

Elon Musk, with Joe Rogan
https://www.youtube.com/watch?v=ycPr5-27vSI&t=6539s

Detecting consciousness, Cambridge University:
https://www.wired.co.uk/article/brain-signatures

Imaging detects signs of consciousness:
https://physicsworld.com/a/imaging-detects-signs-of-consciousness-after-brain-damage/

Flamingo AI, DeepMind
https://www.youtube.com/watch?v=g8IV8WLVI8I&t=175s

Dr. Ben Goertzel - Artificial General Intelligence
https://www.youtube.com/watch?v=sw8IE3MX1SY&t=1642s

Quantum gravity sensors:
https://quantumsensors.org/sectors/civil-engineering

“Solving these scaling challenges is what will deliver AGI.”
Nando de Freitas, Research Director, DeepMind (former Oxford Prof)
https://twitter.com/NandoDF/status/1525398087203983360

CGP Grey:
https://www.youtube.com/watch?v=C25qzDhGLx8","['ai', 'robots', 'ai robots', 'elon musk', 'Boston dynamics', 'Tesla bot', 'Tesla robot']",28
b2bdGEqPmCI,"This intense AI anger is exactly what experts warned of, w Elon Musk.",Digital Engine,UCvCYE-3TrY1GAe2l8K08N-w,2022-09-11T19:31:19Z,7923558,19934,"AI, Ameca, Elon Musk and Boston Dynamics. A big month for AI. Please visit https://brilliant.org/digitalengine - a great place to learn about AI and STEM subjects. You can get started for free and the first 200 people will get 20% off a premium annual subscription.

Thanks to Brilliant for sponsoring this video.

The surprising benefits of curiosity:
https://greatergood.berkeley.edu/article/item/six_surprising_benefits_of_curiosity

A path towards autonomous machine intelligence, Yann LeCun
https://openreview.net/pdf?id=BZ5a1r-kVsf

The AI is GPT-3, which you can access via OpenAI. If you ask it similar questions, you'll usually get similar answers (with some variation based on settings and prior conversation).

The human-like avatar is from Synthesia (we created the Tesla robot avatar).

AI art resources (recommend midjourney for beginners):
https://www.midjourney.com/home/
https://stability.ai/blog/stable-diffusion-public-release
https://openai.com/dall-e-2/

How your brain conjures up your sense of self.
https://www.newscientist.com/article/mg23931940-100-the-me-illusion-how-your-brain-conjures-up-your-sense-of-self/
https://www.sciencedirect.com/topics/psychology/social-brain-hypothesis

Monkeys check themselves out in the mirror.
https://www.youtube.com/watch?v=mKl8UdTnzNE","['ai', 'ai robots', 'robots', 'elon musk', 'Emma watson', 'ameca', 'Boston dynamics', 'Tesla bot']",28
i_LwzRVP7bg,Machine Learning for Everybody – Full Course,freeCodeCamp.org,UC8butISFwT-Wl7EV0hUK0BQ,2022-09-26T16:00:28Z,5080091,1177,"Learn Machine Learning in a way that is accessible to absolute beginners. You will learn the basics of Machine Learning and how to use TensorFlow to implement many different concepts.

✏️ Kylie Ying developed this course. Check out her channel: https://www.youtube.com/c/YCubed

⭐️ Code and Resources ⭐️
🔗 Supervised learning (classification/MAGIC): https://colab.research.google.com/drive/16w3TDn_tAku17mum98EWTmjaLHAJcsk0?usp=sharing
🔗 Supervised learning (regression/bikes): https://colab.research.google.com/drive/1m3oQ9b0oYOT-DXEy0JCdgWPLGllHMb4V?usp=sharing
🔗 Unsupervised learning (seeds): https://colab.research.google.com/drive/1zw_6ZnFPCCh6mWDAd_VBMZB4VkC3ys2q?usp=sharing
🔗 Dataets (add a note that for the bikes dataset, they may have to open the downloaded csv file and remove special characters)
🔗 MAGIC dataset: https://archive.ics.uci.edu/ml/datasets/MAGIC+Gamma+Telescope
🔗 Bikes dataset: https://archive.ics.uci.edu/ml/datasets/Seoul+Bike+Sharing+Demand
🔗 Seeds/wheat dataset: https://archive.ics.uci.edu/ml/datasets/seeds

🏗 Google provided a grant to make this course possible. 

⭐️ Contents ⭐️
⌨️ (0:00:00) Intro
⌨️ (0:00:58) Data/Colab Intro
⌨️ (0:08:45) Intro to Machine Learning
⌨️ (0:12:26) Features
⌨️ (0:17:23) Classification/Regression
⌨️ (0:19:57) Training Model
⌨️ (0:30:57) Preparing Data
⌨️ (0:44:43) K-Nearest Neighbors
⌨️ (0:52:42) KNN Implementation
⌨️ (1:08:43) Naive Bayes
⌨️ (1:17:30) Naive Bayes Implementation
⌨️ (1:19:22) Logistic Regression
⌨️ (1:27:56) Log Regression Implementation
⌨️ (1:29:13) Support Vector Machine
⌨️ (1:37:54) SVM Implementation
⌨️ (1:39:44) Neural Networks
⌨️ (1:47:57) Tensorflow
⌨️ (1:49:50) Classification NN using Tensorflow
⌨️ (2:10:12) Linear Regression
⌨️ (2:34:54) Lin Regression Implementation
⌨️ (2:57:44) Lin Regression using a Neuron
⌨️ (3:00:15) Regression NN using Tensorflow
⌨️ (3:13:13) K-Means Clustering
⌨️ (3:23:46) Principal Component Analysis
⌨️ (3:33:54) K-Means and PCA Implementations

🎉 Thanks to our Champion and Sponsor supporters:
👾 Raymond Odero
👾 Agustín Kussrow
👾 aldo ferretti
👾 Otis Morgan
👾 DeezMaster

--

Learn to code for free and get a developer job: https://www.freecodecamp.org

Read hundreds of articles on programming: https://freecodecamp.org/news",[],27
zFO8_dLo8Oo,Twitch Chat and I invaded Europe with Artificial Intelligence,DougDoug,UClyGlKOhDUooPJFy4v_mqPg,2022-09-13T19:03:46Z,4774800,6991,"I've invented a new board game and it's insane.

Streaming live on Twitch! https://www.twitch.tv/dougdoug
Full stream recording: https://www.youtube.com/watch?v=VpmmuHlLPM0

Edited by Berry Bebop! https://www.youtube.com/c/berrybebop

My 2nd Channel: http://bit.ly/dougdoug2
Twitter: https://twitter.com/DougDougFood

More DugDug:
Latest Uploads: https://www.youtube.com/watch?v=rp4cH7mb4X4&list=PLzTxt5iYdhziB3Zf03HR_aZWgJ49ffj-d&index=2
Explained with Food: https://www.youtube.com/playlist?list=PLzTxt5iYdhzjMJF--_xpj4s4jgOPe0NWF
DougDoug Challenges: https://www.youtube.com/playlist?list=PLzTxt5iYdhzh_SW60_g3HPVjBupwUZOFA
Popular Videos: https://www.youtube.com/playlist?list=PLzTxt5iYdhzgrLpm-SQNNAVOw0gVs8Iu_

About DougDoug:
Doug is a sentient bell pepper who was hired by the FBI to crack gaming challenges and also talk about things with food

#AI #Europe #Classroom","['DougDoug', 'DougDoug Youtube Channel', 'Channel Youtube DougDoug', 'doug doug', 'twitch', 'twitch chat', 'dougdoug twitch chat', 'twitch chat plays', 'dougdoug twitch', 'ai', 'artificial intelligence', 'novel ai', 'novelai', 'europe', 'risk', 'ai risk', 'chatistan', 'dougtopia', 'pope', 'germany', 'france', 'luxembourg', 'vatican city', 'emperor']",20
u2aiUs5giDc,Twitch Chat and I invaded USA with Artificial Intelligence,DougDoug,UClyGlKOhDUooPJFy4v_mqPg,2022-09-20T18:24:42Z,4284171,6428,"The sequel to the greatest board game of all time.

Streaming live on Twitch! https://www.twitch.tv/dougdoug
Full stream recording: https://www.youtube.com/watch?v=okdgmg-B9n4 

Edited by CyVoltage! https://www.youtube.com/c/CyVoltage

My 2nd Channel: http://bit.ly/dougdoug2
Twitter: https://twitter.com/DougDougFood

More DugDug:
Latest Uploads: https://www.youtube.com/watch?v=rp4cH7mb4X4&list=PLzTxt5iYdhziB3Zf03HR_aZWgJ49ffj-d&index=2
DougDoug Challenges: https://www.youtube.com/playlist?list=PLzTxt5iYdhzh_SW60_g3HPVjBupwUZOFA
Popular Videos: https://www.youtube.com/playlist?list=PLzTxt5iYdhzgrLpm-SQNNAVOw0gVs8Iu_

About DougDoug:
Doug is a sentient bell pepper who was hired by the FBI to crack gaming challenges and also talk about things with food

#Classroom #ArtificialIntelligence #USA","['DougDoug', 'DougDoug Youtube Channel', 'Channel Youtube DougDoug', 'doug doug', 'twitch', 'twitch chat', 'dougdoug twitch chat', 'twitch chat plays', 'dougdoug twitch', 'ai', 'artificial intelligence', 'ai invasion', 'usa', 'space pope', 'saul goodman', 'jim', 'corn', 'dougtopia', 'chatlantis', 'jesus', 'NFL']",20
0fDJXmqdN-A,I asked AI to make a Music Video... the results are trippy,DoodleChaos,UCnVimh35ecf46P_Bt-2AArg,2022-05-17T14:06:55Z,4151975,12152,"In this video, I utilized artificial intelligence to generate an animated music video for the song Canvas by Resonate.  This tool allows anyone to generate beautiful images using only text as the input. My question was, what if I used song lyrics as input to the AI, can I make perfect music synchronized videos automatically with the push of a button? Let me know how you think the AI did in this visual interpretation of the song. 

After getting caught up in the excitement around DALL·E2 (latest and greatest AI system, it's INSANE), I searched for any way I could use similar image generation for music synchronization. Since DALL·E2 is not available to the public yet, my search led me to VQGAN + CLIP (Vector Quantized Generative Adversarial Network and Contrastive Language–Image Pre-training), before settling more specifically on Disco Diffusion V5.2 Turbo. If you don't know what any of these words or acronyms mean, don't worry, I was just as confused when I first started learning about this technology. I believe we're reaching a turning point where entire industries are about to shift in reaction to this new process (which is essentially magic!). 

Important note: 
While this AI is impressive, it still required additional input beyond just the song lyrics to achieve the music video I was looking for. For example, I added keyframes for camera motion throughout the generated world. These keyframes were manually synchronized to the beat by me. I also specified changes to the art style at different moments of the song. Since many of the lyrics are quite non-specific, even a human illustrator would have a hard time making visual representations. To make the lyrics more digestible by the AI, I sometimes modified the phrase to be more coherent, such as specifying a setting or atmosphere. 

This was my first time working with DDV5, and I'm very happy with the results! There were many times where my jaw dropped upon seeing what the AI came up with. I haven't felt this sense of wonder from technology since I first experienced a HD videogame as a child. 

If you would like to learn more about how this video was made, try this yourself, or ask me any questions, I'll post a more detailed explanation of how to get started on Patreon (link below). The post is free to the public, no need to pay. If you do want to support me and become a member that would be much appreciated, you'll also automatically be entered into the end screen minigames where you earn points on each video and move up the leaderboard!

Join on Patreon to automatically have your name included in the next video: https://www.patreon.com/doodlechaos

Want to add lyrics and color beat blocks to your Disco Diffusion project like I did in my video? Here is my code: https://www.patreon.com/posts/67249569

My social media: 
Twitter: https://twitter.com/doodlechaos
Discord: https://discord.com/invite/7FCrWAzDY7 
Tiktok: https://www.tiktok.com/@doodlechaos
Shorts Channel: https://www.youtube.com/channel/UCMqgJk1o2eWE7WeNtRIfnpg
Instagram Shorts: https://www.instagram.com/doodlechaos_shorts/
Email: contact@doodlechaos.com

While Disco Diffusion is based on the contributions of many, show some love to the two most prominent contributors: 
https://twitter.com/somnai_dreams
https://twitter.com/gandamu_ml

Music: 
[Indie Dance] - Rezonate - Canvas [Monstercat EP Release] : https://www.youtube.com/watch?v=i0Ew3cl1gyc",[],24
dazC6msRuJw,Twitch Chat and I invaded Space with Artificial Intelligence,DougDoug,UClyGlKOhDUooPJFy4v_mqPg,2022-11-01T19:57:04Z,3898549,6279,"The great A.I. battle for the Solar System.

Streaming live on Twitch! https://www.twitch.tv/dougdoug
Full stream recording: https://www.youtube.com/watch?v=tookVG9LDVI

Edited by CyVoltage! https://www.youtube.com/c/CyVoltage

My 2nd Channel: http://bit.ly/dougdoug2
Twitter: https://twitter.com/DougDougFood

More DugDug:
Latest Uploads: https://www.youtube.com/watch?v=rp4cH7mb4X4&list=PLzTxt5iYdhziB3Zf03HR_aZWgJ49ffj-d&index=2
DougDoug Challenges: https://www.youtube.com/playlist?list=PLzTxt5iYdhzh_SW60_g3HPVjBupwUZOFA
Popular Videos: https://www.youtube.com/playlist?list=PLzTxt5iYdhzgrLpm-SQNNAVOw0gVs8Iu_

About DougDoug:
Doug is a sentient bell pepper who was hired by the FBI to crack gaming challenges and also talk about things with food

#artificialintelligence #space #classroom","['DougDoug', 'DougDoug Youtube Channel', 'Channel Youtube DougDoug', 'doug doug', 'twitch', 'twitch chat', 'dougdoug twitch chat', 'twitch chat plays', 'dougdoug twitch', 'space', 'artificial intelligence', 'ai', 'ai invasion', 'solar system', 'uranus', 'jar jar binks', 'yoda', 'ghost', 'mars', 'toilet', 'mega toilet', 'doom guy', 'master chief', 'sun', 'sun tzu']",20
LzBUm31Vn3k,Watch Ameca the humanoid robot in its FIRST public demo,CNET,UCOmcA3f_RrH6b9NmcNa4tdg,2022-01-05T23:36:11Z,3339426,9085,"Last year, a video of Ameca the robot's facial expressions had the world fascinated (and terrified). But the creators of this humanoid say Ameca is the face of the future.

Never miss a deal again! See CNET’s browser extension 👉 https://bit.ly/3lO7sOU
Subscribe to CNET: https://www.youtube.com/user/CNETTV
Like us on Facebook: https://www.facebook.com/cnet
Follow us on Twitter: https://www.twitter.com/cnet
Follow us on Instagram: http://bit.ly/2icCYYm
Follow us on TikTok: https://vm.tiktok.com/ZMd2h6yac/","['CNET', 'Technology', 'News', 'Tech', 'science', 'ameca', 'robot', 'robotics', 'humanoid robot', 'ces', 'ces 2022']",28
